pairIndex,fileName,firstPolygonId,secondPolygonId,observed_division,estimated_division,classification,randomScore,threshold_op,threshold,division_timing
70,sample2_54h.json,23,33,0,0,TN,0.043945430290197485,>=,0.05,-1
71,sample2_54h.json,23,35,0,0,TN,0.7759383489336007,>=,0.05,-1
72,sample2_54h.json,24,26,0,0,TN,0.32151504877164494,>=,0.05,-1
73,sample2_54h.json,24,31,0,0,TN,0.9520073955698587,>=,0.05,-1
74,sample2_54h.json,24,38,0,1,FP,0.9846149766496523,>=,0.05,-1
75,sample2_54h.json,24,40,0,0,TN,0.6026409664346928,>=,0.05,-1
76,sample2_54h.json,24,42,0,0,TN,0.9078380945069285,>=,0.05,-1
77,sample2_54h.json,25,33,0,0,TN,0.35704315537784104,>=,0.05,-1
78,sample2_54h.json,25,36,0,0,TN,0.27465348947949964,>=,0.05,-1
79,sample2_54h.json,25,39,0,0,TN,0.7301720233504028,>=,0.05,-1
80,sample2_54h.json,26,32,0,1,FP,0.5588547085017032,>=,0.05,-1
81,sample2_54h.json,27,28,0,0,TN,0.02469721686522497,>=,0.05,-1
82,sample2_54h.json,27,30,0,0,TN,0.34872898139011066,>=,0.05,-1
83,sample2_54h.json,27,34,0,0,TN,0.008636209165301167,>=,0.05,-1
84,sample2_54h.json,27,37,0,1,FP,0.30905108318694563,>=,0.05,-1
85,sample2_54h.json,27,41,0,0,TN,0.4676895777090083,>=,0.05,-1
86,sample2_54h.json,28,30,1,0,FN,0.36195165947459573,>=,0.05,4
87,sample2_54h.json,29,32,0,0,TN,0.5241434438238848,>=,0.05,-1
88,sample2_54h.json,29,35,1,0,FN,0.02947543868916236,>=,0.05,8
89,sample2_54h.json,30,34,0,1,FP,0.9489151320167019,>=,0.05,-1
90,sample2_54h.json,31,40,0,1,FP,0.2111101187204838,>=,0.05,-1
91,sample2_54h.json,31,44,1,0,FN,0.08412346430196604,>=,0.05,14
92,sample2_54h.json,32,38,1,0,FN,0.6060581486104437,>=,0.05,8
93,sample2_54h.json,33,35,0,0,TN,0.6710470741424237,>=,0.05,-1
94,sample2_54h.json,33,39,0,0,TN,0.3208782511090035,>=,0.05,-1
95,sample2_54h.json,33,46,0,1,FP,0.9154554600966737,>=,0.05,-1
96,sample2_54h.json,33,50,0,0,TN,0.154527997273451,>=,0.05,-1
97,sample2_54h.json,34,36,1,0,FN,0.1720032032281965,>=,0.05,6
98,sample2_54h.json,34,41,0,0,TN,0.8436339490418474,>=,0.05,-1
99,sample2_54h.json,34,45,0,0,TN,0.44913365997283206,>=,0.05,-1
100,sample2_54h.json,35,38,0,0,TN,0.5597829593066047,>=,0.05,-1
101,sample2_54h.json,35,42,0,1,FP,0.7677895302852475,>=,0.05,-1
102,sample2_54h.json,35,46,0,0,TN,0.4755177114639767,>=,0.05,-1
103,sample2_54h.json,36,39,0,1,FP,0.8904573390303999,>=,0.05,-1
104,sample2_54h.json,36,43,0,0,TN,0.22390208394699507,>=,0.05,-1
105,sample2_54h.json,36,45,0,0,TN,0.48954517024207256,>=,0.05,-1
106,sample2_54h.json,37,41,1,0,FN,0.1699060052640694,>=,0.05,8
107,sample2_54h.json,38,42,0,0,TN,0.23792900015891083,>=,0.05,-1
108,sample2_54h.json,39,43,0,0,TN,0.6133887424201363,>=,0.05,-1
109,sample2_54h.json,39,48,0,0,TN,0.6019984387713697,>=,0.05,-1
110,sample2_54h.json,39,50,0,0,TN,0.3813078882621621,>=,0.05,-1
111,sample2_54h.json,40,42,0,0,TN,0.009152080302616938,>=,0.05,-1
112,sample2_54h.json,40,44,0,0,TN,0.4483226085800276,>=,0.05,-1
113,sample2_54h.json,40,49,1,0,FN,0.26972137370945304,>=,0.05,14
114,sample2_54h.json,41,45,0,0,TN,0.9952797535879743,>=,0.05,-1
115,sample2_54h.json,41,47,0,1,FP,0.5784604834977765,>=,0.05,-1
116,sample2_54h.json,42,46,0,0,TN,0.885679012265012,>=,0.05,-1
117,sample2_54h.json,42,49,0,0,TN,0.6912523197042427,>=,0.05,-1
118,sample2_54h.json,42,52,0,0,TN,0.09142453216616109,>=,0.05,-1
119,sample2_54h.json,42,54,0,0,TN,0.49069573432734626,>=,0.05,-1
120,sample2_54h.json,43,45,1,1,TP,0.9497064823629617,>=,0.05,2
121,sample2_54h.json,43,48,0,0,TN,0.5313641361254197,>=,0.05,-1
122,sample2_54h.json,43,56,0,0,TN,0.14138544428161337,>=,0.05,-1
123,sample2_54h.json,43,58,0,0,TN,0.7624793424273595,>=,0.05,-1
124,sample2_54h.json,44,49,0,0,TN,0.7780073936150816,>=,0.05,-1
125,sample2_54h.json,44,51,0,1,FP,0.7345368403244252,>=,0.05,-1
126,sample2_54h.json,44,57,0,0,TN,0.6607172609758833,>=,0.05,-1
127,sample2_54h.json,44,59,0,0,TN,0.8508870829375965,>=,0.05,-1
128,sample2_54h.json,45,47,0,0,TN,0.43031875012027543,>=,0.05,-1
129,sample2_54h.json,45,53,0,0,TN,0.3403270425372228,>=,0.05,-1
130,sample2_54h.json,45,56,0,0,TN,0.8956115976990034,>=,0.05,-1
131,sample2_54h.json,46,50,0,0,TN,0.08575609245631044,>=,0.05,-1
132,sample2_54h.json,46,52,1,0,FN,0.9691118670620643,>=,0.05,8
133,sample2_54h.json,46,55,0,0,TN,0.17840618099979666,>=,0.05,-1
134,sample2_54h.json,47,53,1,0,FN,0.3343155489827936,>=,0.05,8
135,sample2_54h.json,48,50,0,1,FP,0.8018604681995695,>=,0.05,-1
136,sample2_54h.json,48,55,0,0,TN,0.12491622549609249,>=,0.05,-1
137,sample2_54h.json,48,58,0,0,TN,0.3728902551690262,>=,0.05,-1
138,sample2_54h.json,48,64,1,0,FN,0.6488199317970121,>=,0.05,14
139,sample2_54h.json,48,67,0,0,TN,0.33058787739787143,>=,0.05,-1
140,sample2_54h.json,49,54,0,1,FP,0.8449786951931725,>=,0.05,-1
141,sample2_54h.json,49,57,0,0,TN,0.2944030600297214,>=,0.05,-1
142,sample2_54h.json,50,55,1,0,FN,0.5898281502941495,>=,0.05,6
143,sample2_54h.json,51,59,1,0,FN,0.3526258096492165,>=,0.05,8
144,sample2_54h.json,52,54,0,0,TN,0.10966210275875443,>=,0.05,-1
145,sample2_54h.json,52,55,0,0,TN,0.2784275630372318,>=,0.05,-1
146,sample2_54h.json,52,62,0,1,FP,0.8161614707623757,>=,0.05,-1
147,sample2_54h.json,52,63,0,0,TN,0.3169429184176765,>=,0.05,-1
148,sample2_54h.json,52,68,0,0,TN,0.34530797565888416,>=,0.05,-1
149,sample2_54h.json,53,56,0,1,FP,0.8885642332059525,>=,0.05,-1
150,sample2_54h.json,53,60,0,0,TN,0.9157559803436246,>=,0.05,-1
151,sample2_54h.json,53,61,0,0,TN,0.5740389639008476,>=,0.05,-1
152,sample2_54h.json,53,66,0,0,TN,0.11040001757950324,>=,0.05,-1
153,sample2_54h.json,54,57,0,0,TN,0.2592105953590712,>=,0.05,-1
154,sample2_54h.json,54,62,1,0,FN,0.7915053732621572,>=,0.05,6
155,sample2_54h.json,55,63,0,0,TN,0.37922993004323924,>=,0.05,-1
156,sample2_54h.json,55,64,0,1,FP,0.9282111759273302,>=,0.05,-1
157,sample2_54h.json,56,58,1,0,FN,0.37918227747224864,>=,0.05,4
158,sample2_54h.json,56,60,0,0,TN,0.9870330716991289,>=,0.05,-1
159,sample2_54h.json,57,59,0,1,FP,0.6555597166917098,>=,0.05,-1
160,sample2_54h.json,57,62,0,0,TN,0.27875482674129026,>=,0.05,-1
161,sample2_54h.json,57,70,1,0,FN,0.5471947548771876,>=,0.05,14
162,sample2_54h.json,58,60,0,1,FP,0.8003338486443846,>=,0.05,-1
163,sample2_54h.json,58,65,0,0,TN,0.24818818589472003,>=,0.05,-1
164,sample2_54h.json,58,67,0,0,TN,0.29523327456214155,>=,0.05,-1
165,sample2_54h.json,59,70,0,0,TN,0.4164151295345546,>=,0.05,-1
166,sample2_54h.json,60,65,1,0,FN,0.3628681470791191,>=,0.05,8
167,sample2_54h.json,60,66,0,0,TN,0.9394745467314806,>=,0.05,-1
168,sample2_54h.json,60,71,0,0,TN,0.647165936426841,>=,0.05,-1
169,sample2_54h.json,61,66,0,0,TN,0.589851037881546,>=,0.05,-1
170,sample2_54h.json,61,69,1,1,TP,0.9467443867351563,>=,0.05,2
171,sample2_54h.json,62,68,0,0,TN,0.4019614601285826,>=,0.05,-1
172,sample2_54h.json,62,70,0,0,TN,0.6861992168302598,>=,0.05,-1
173,sample2_54h.json,62,72,0,0,TN,0.16855004777996285,>=,0.05,-1
174,sample2_54h.json,63,64,0,0,TN,0.8338771992471672,>=,0.05,-1
175,sample2_54h.json,63,68,1,1,TP,0.32814609181207965,>=,0.05,4
176,sample2_54h.json,63,74,0,0,TN,0.4781052613922724,>=,0.05,-1
177,sample2_54h.json,64,67,0,0,TN,0.027457083230067347,>=,0.05,-1
178,sample2_54h.json,64,73,0,0,TN,0.14687654362521319,>=,0.05,-1
179,sample2_54h.json,64,74,0,0,TN,0.8143685017104593,>=,0.05,-1
180,sample2_54h.json,64,76,0,0,TN,0.6757794576246121,>=,0.05,-1
181,sample2_54h.json,64,79,0,0,TN,0.00492668830891041,>=,0.05,-1
182,sample2_54h.json,65,67,0,1,FP,0.7617529041059438,>=,0.05,-1
183,sample2_54h.json,65,71,0,0,TN,0.6268117820180373,>=,0.05,-1
184,sample2_54h.json,66,69,0,0,TN,0.9479864513098263,>=,0.05,-1
185,sample2_54h.json,66,71,0,1,FP,0.9304457864139448,>=,0.05,-1
186,sample2_54h.json,66,77,0,0,TN,0.42178387835039755,>=,0.05,-1
187,sample2_54h.json,67,71,0,0,TN,0.11114064360786735,>=,0.05,-1
188,sample2_54h.json,67,73,1,0,FN,0.4195206703932861,>=,0.05,14
189,sample2_54h.json,67,75,0,0,TN,0.39681680648620954,>=,0.05,-1
190,sample2_54h.json,68,72,0,0,TN,0.5000221267318777,>=,0.05,-1
191,sample2_54h.json,68,74,0,0,TN,0.24927308756644517,>=,0.05,-1
192,sample2_54h.json,70,72,0,0,TN,0.3262311429208977,>=,0.05,-1
193,sample2_54h.json,70,78,0,0,TN,0.06402678066874734,>=,0.05,-1
194,sample2_54h.json,70,80,0,1,FP,0.7524087286269706,>=,0.05,-1
195,sample2_54h.json,70,82,0,0,TN,0.2793475812924914,>=,0.05,-1
196,sample2_54h.json,71,75,1,0,FN,0.6808232551422854,>=,0.05,4
197,sample2_54h.json,71,77,0,0,TN,0.27672830139940796,>=,0.05,-1
198,sample2_54h.json,72,74,0,1,FP,0.8413619416210883,>=,0.05,-1
199,sample2_54h.json,72,82,1,0,FN,0.2382458187674792,>=,0.05,12
200,sample2_54h.json,72,84,0,0,TN,0.12060343678587404,>=,0.05,-1
201,sample2_54h.json,73,75,0,1,FP,0.781006581389943,>=,0.05,-1
202,sample2_54h.json,73,79,0,0,TN,0.2280902522021464,>=,0.05,-1
203,sample2_54h.json,73,83,0,0,TN,0.17456506810729044,>=,0.05,-1
204,sample2_54h.json,73,85,0,0,TN,0.570955193767553,>=,0.05,-1
205,sample2_54h.json,74,76,1,0,FN,0.06246707886314218,>=,0.05,4
206,sample2_54h.json,74,84,0,0,TN,0.5585136544970946,>=,0.05,-1
207,sample2_54h.json,75,81,0,0,TN,0.01836571052635816,>=,0.05,-1
208,sample2_54h.json,75,83,0,0,TN,0.4283937525256477,>=,0.05,-1
209,sample2_54h.json,76,79,0,0,TN,0.4152890026941264,>=,0.05,-1
210,sample2_54h.json,76,84,0,0,TN,0.08544032693986425,>=,0.05,-1
211,sample2_54h.json,76,85,0,0,TN,0.0820699673516172,>=,0.05,-1
212,sample2_54h.json,76,88,0,1,FP,0.5870443447546069,>=,0.05,-1
213,sample2_54h.json,77,81,1,0,FN,0.004119828194307895,>=,0.05,6
214,sample2_54h.json,78,80,1,0,FN,0.7317210952609475,>=,0.05,14
215,sample2_54h.json,78,86,0,1,FP,0.3685571661505237,>=,0.05,-1
216,sample2_54h.json,79,85,1,0,FN,0.2628257039719273,>=,0.05,2
217,sample2_54h.json,80,82,0,0,TN,0.9510429621275862,>=,0.05,-1
218,sample2_54h.json,80,86,0,0,TN,0.022371398725433256,>=,0.05,-1
219,sample2_54h.json,80,89,0,0,TN,0.6269643719971874,>=,0.05,-1
220,sample2_54h.json,81,83,0,0,TN,0.017866352407634678,>=,0.05,-1
221,sample2_54h.json,81,87,0,1,FP,0.38200259342180465,>=,0.05,-1
222,sample2_54h.json,81,91,0,0,TN,0.3125590859297549,>=,0.05,-1
223,sample2_54h.json,81,92,0,0,TN,0.0803419948728501,>=,0.05,-1
224,sample2_54h.json,82,84,0,1,FP,0.783189790216296,>=,0.05,-1
225,sample2_54h.json,82,89,0,0,TN,0.5718592324973173,>=,0.05,-1
226,sample2_54h.json,82,94,0,0,TN,0.07733634594947136,>=,0.05,-1
227,sample2_54h.json,83,85,0,1,FP,0.9771695630814656,>=,0.05,-1
228,sample2_54h.json,83,87,0,0,TN,0.1107412789221145,>=,0.05,-1
229,sample2_54h.json,83,90,0,0,TN,0.49207843198311574,>=,0.05,-1
230,sample2_54h.json,83,93,0,0,TN,0.03050959749016091,>=,0.05,-1
231,sample2_54h.json,84,88,0,0,TN,0.4058204702043672,>=,0.05,-1
232,sample2_54h.json,84,94,0,0,TN,0.4915757889048268,>=,0.05,-1
233,sample2_54h.json,84,95,0,0,TN,0.8563074483360563,>=,0.05,-1
234,sample2_54h.json,85,88,0,0,TN,0.6775456581416597,>=,0.05,-1
235,sample2_54h.json,85,90,0,0,TN,0.35227755674227423,>=,0.05,-1
236,sample2_54h.json,86,89,1,0,FN,0.1843011028884718,>=,0.05,6
237,sample2_54h.json,86,96,0,0,TN,0.04521892608758249,>=,0.05,-1
238,sample2_54h.json,87,91,1,0,FN,0.32851250712592617,>=,0.05,6
239,sample2_54h.json,87,93,0,0,TN,0.0628261890468863,>=,0.05,-1
240,sample2_54h.json,88,90,0,0,TN,0.17590578320438333,>=,0.05,-1
241,sample2_54h.json,88,95,0,0,TN,0.6507473540102657,>=,0.05,-1
242,sample2_54h.json,88,97,0,0,TN,0.2015505186672336,>=,0.05,-1
243,sample2_54h.json,88,100,0,0,TN,0.3739183782437625,>=,0.05,-1
244,sample2_54h.json,89,94,0,0,TN,0.007087912202419444,>=,0.05,-1
245,sample2_54h.json,89,96,0,1,FP,0.9126756407433325,>=,0.05,-1
246,sample2_54h.json,89,98,0,0,TN,0.8408571199526906,>=,0.05,-1
247,sample2_54h.json,90,93,0,0,TN,0.09461984073558938,>=,0.05,-1
248,sample2_54h.json,90,97,0,1,FP,0.6845686214734392,>=,0.05,-1
249,sample2_54h.json,90,101,0,0,TN,0.4917866806065607,>=,0.05,-1
250,sample2_54h.json,90,102,0,0,TN,0.821891862823941,>=,0.05,-1
251,sample2_54h.json,91,92,0,0,TN,0.17874257240087899,>=,0.05,-1
252,sample2_54h.json,91,93,0,0,TN,0.18010430205623884,>=,0.05,-1
253,sample2_54h.json,91,99,0,1,FP,0.9540027078139908,>=,0.05,-1
254,sample2_54h.json,92,99,0,0,TN,0.20826349215076145,>=,0.05,-1
255,sample2_54h.json,92,104,1,0,FN,0.4349928786859921,>=,0.05,14
256,sample2_54h.json,93,99,1,0,FN,0.16722467094125704,>=,0.05,10
257,sample2_54h.json,93,102,0,0,TN,0.3249856908149964,>=,0.05,-1
258,sample2_54h.json,94,95,1,0,FN,0.3304464366587917,>=,0.05,14
259,sample2_54h.json,94,98,0,0,TN,0.6077064852861721,>=,0.05,-1
260,sample2_54h.json,94,105,0,1,FP,0.5291297206604151,>=,0.05,-1
261,sample2_54h.json,95,100,0,1,FP,0.9567768271287739,>=,0.05,-1
262,sample2_54h.json,95,103,0,0,TN,0.8078313276553718,>=,0.05,-1
263,sample2_54h.json,95,105,0,0,TN,0.743448561441666,>=,0.05,-1
264,sample2_54h.json,95,108,0,0,TN,0.2967148090734735,>=,0.05,-1
265,sample2_54h.json,96,98,1,0,FN,0.30287289556789476,>=,0.05,14
266,sample2_54h.json,96,109,0,0,TN,0.4575044134154458,>=,0.05,-1
267,sample2_54h.json,97,100,0,0,TN,0.2933662438325476,>=,0.05,-1
268,sample2_54h.json,97,101,1,0,FN,0.18578393930803416,>=,0.05,4
269,sample2_54h.json,97,106,0,0,TN,0.19668042099465066,>=,0.05,-1
270,sample2_54h.json,98,105,0,0,TN,0.3790978481892755,>=,0.05,-1
271,sample2_54h.json,98,109,0,0,TN,0.3362060492973602,>=,0.05,-1
272,sample2_54h.json,98,110,0,1,FP,0.9411001275051991,>=,0.05,-1
273,sample2_54h.json,99,102,0,0,TN,0.6050263087788307,>=,0.05,-1
274,sample2_54h.json,99,104,0,0,TN,0.8698238814806686,>=,0.05,-1
275,sample2_54h.json,99,107,0,0,TN,0.09861885062207187,>=,0.05,-1
276,sample2_54h.json,100,103,1,0,FN,0.03913203422961253,>=,0.05,12
277,sample2_54h.json,100,106,0,0,TN,0.8337309600640775,>=,0.05,-1
278,sample2_54h.json,101,102,0,0,TN,0.43732535521817295,>=,0.05,-1
279,sample2_54h.json,101,106,0,1,FP,0.5506693153632958,>=,0.05,-1
280,sample2_54h.json,102,106,0,0,TN,0.27271504732636564,>=,0.05,-1
281,sample2_54h.json,102,107,1,1,TP,0.4332149820481689,>=,0.05,10
282,sample2_54h.json,102,113,0,0,TN,0.13269913200316574,>=,0.05,-1
283,sample2_54h.json,103,106,0,0,TN,0.9916310033986956,>=,0.05,-1
284,sample2_54h.json,103,108,0,0,TN,0.5496507390804779,>=,0.05,-1
285,sample2_54h.json,103,111,0,0,TN,0.09881812361017117,>=,0.05,-1
286,sample2_54h.json,103,112,0,1,FP,0.8515773231687674,>=,0.05,-1
287,sample2_54h.json,104,107,0,0,TN,0.43007960911756615,>=,0.05,-1
288,sample2_54h.json,104,114,0,1,FP,0.6351972845619607,>=,0.05,-1
289,sample2_54h.json,104,115,0,0,TN,0.15725146523684685,>=,0.05,-1
290,sample2_54h.json,105,108,1,0,FN,0.3955885220804445,>=,0.05,10
291,sample2_54h.json,105,110,0,0,TN,0.4979869605106759,>=,0.05,-1
292,sample2_54h.json,106,112,0,0,TN,0.4972525965901765,>=,0.05,-1
293,sample2_54h.json,106,113,0,0,TN,0.8197560944897663,>=,0.05,-1
294,sample2_54h.json,107,113,0,0,TN,0.4957894393921992,>=,0.05,-1
295,sample2_54h.json,107,114,0,0,TN,0.30249978369252195,>=,0.05,-1
296,sample2_54h.json,108,110,0,0,TN,0.2677551252364595,>=,0.05,-1
297,sample2_54h.json,108,111,0,0,TN,0.3077018565348695,>=,0.05,-1
298,sample2_54h.json,108,116,0,1,FP,0.4723342567591403,>=,0.05,-1
299,sample2_54h.json,108,119,0,0,TN,0.26429476517189865,>=,0.05,-1
300,sample2_54h.json,109,110,0,0,TN,0.030946489790594334,>=,0.05,-1
301,sample2_54h.json,109,116,0,0,TN,0.19923613832933318,>=,0.05,-1
302,sample2_54h.json,109,118,1,1,TP,0.5781557539306126,>=,0.05,14
303,sample2_54h.json,110,116,1,0,FN,0.27053349089734435,>=,0.05,4
304,sample2_54h.json,111,112,1,0,FN,0.3318294129071354,>=,0.05,12
305,sample2_54h.json,111,117,0,0,TN,0.25857775295644436,>=,0.05,-1
306,sample2_54h.json,111,119,0,0,TN,0.0967733906118915,>=,0.05,-1
307,sample2_54h.json,111,122,0,0,TN,0.1803932451158643,>=,0.05,-1
308,sample2_54h.json,111,123,0,0,TN,0.2544807262890961,>=,0.05,-1
309,sample2_54h.json,111,124,0,1,FP,0.8393499896576193,>=,0.05,-1
310,sample2_54h.json,112,113,0,0,TN,0.22122571929055002,>=,0.05,-1
311,sample2_54h.json,112,117,0,0,TN,0.8283978188799815,>=,0.05,-1
312,sample2_54h.json,113,114,1,0,FN,0.7432996082096608,>=,0.05,8
313,sample2_54h.json,113,117,0,1,FP,0.974294518618006,>=,0.05,-1
314,sample2_54h.json,114,115,0,0,TN,0.7535901442281856,>=,0.05,-1
315,sample2_54h.json,114,117,0,0,TN,0.11511305406895778,>=,0.05,-1
316,sample2_54h.json,114,120,0,0,TN,0.940042753149567,>=,0.05,-1
317,sample2_54h.json,115,120,0,1,FP,0.84209462101656,>=,0.05,-1
318,sample2_54h.json,115,121,1,0,FN,0.44362860166890183,>=,0.05,10
319,sample2_54h.json,116,118,0,0,TN,0.4335889432333494,>=,0.05,-1
320,sample2_54h.json,116,119,0,0,TN,0.03095428350192686,>=,0.05,-1
321,sample2_54h.json,116,125,0,0,TN,0.21764153820011978,>=,0.05,-1
322,sample2_54h.json,117,120,0,0,TN,0.7148861153856778,>=,0.05,-1
323,sample2_54h.json,117,122,1,0,FN,0.11052679940667098,>=,0.05,4
324,sample2_54h.json,118,125,0,0,TN,0.9917448929479346,>=,0.05,-1
325,sample2_54h.json,118,128,0,0,TN,0.021682473723917628,>=,0.05,-1
326,sample2_54h.json,119,123,0,1,FP,0.9909734607433263,>=,0.05,-1
327,sample2_54h.json,119,125,0,0,TN,0.29620757236084005,>=,0.05,-1
328,sample2_54h.json,119,131,0,0,TN,0.4608652140308759,>=,0.05,-1
329,sample2_54h.json,120,121,0,0,TN,0.545471452311808,>=,0.05,-1
330,sample2_54h.json,120,122,0,0,TN,0.2895531860961642,>=,0.05,-1
331,sample2_54h.json,120,126,0,0,TN,0.22049757029073724,>=,0.05,-1
332,sample2_54h.json,120,127,1,0,FN,0.05056919522688941,>=,0.05,2
333,sample2_54h.json,120,129,0,0,TN,0.8234330044314044,>=,0.05,-1
334,sample2_54h.json,121,126,0,1,FP,0.9723093710442625,>=,0.05,-1
335,sample2_54h.json,122,124,0,0,TN,0.125557475910951,>=,0.05,-1
336,sample2_54h.json,122,127,0,1,FP,0.8598308385500755,>=,0.05,-1
337,sample2_54h.json,122,130,0,0,TN,0.7205394471173371,>=,0.05,-1
338,sample2_54h.json,122,132,0,0,TN,0.7502253411766355,>=,0.05,-1
339,sample2_54h.json,123,124,0,0,TN,0.3878054604022535,>=,0.05,-1
340,sample2_54h.json,123,130,0,0,TN,0.05757491001785908,>=,0.05,-1
341,sample2_54h.json,123,131,0,0,TN,0.6904231236078299,>=,0.05,-1
342,sample2_54h.json,123,133,1,0,FN,0.962126428598185,>=,0.05,14
343,sample2_54h.json,124,130,1,0,FN,0.6587582466894398,>=,0.05,8
344,sample2_54h.json,125,128,1,0,FN,0.2340523135811453,>=,0.05,6
345,sample2_54h.json,125,131,0,1,FP,0.5367352640993169,>=,0.05,-1
346,sample2_54h.json,126,129,1,0,FN,0.12167514305103067,>=,0.05,8
347,sample2_54h.json,126,135,0,0,TN,0.7178785461495898,>=,0.05,-1
348,sample2_54h.json,127,129,0,0,TN,0.6728641938888136,>=,0.05,-1
349,sample2_54h.json,127,132,0,0,TN,0.44679399936959696,>=,0.05,-1
350,sample2_54h.json,127,134,0,0,TN,0.008664493702769449,>=,0.05,-1
351,sample2_54h.json,128,131,0,0,TN,0.06036607189347276,>=,0.05,-1
352,sample2_54h.json,129,134,0,0,TN,0.6819776863692039,>=,0.05,-1
353,sample2_54h.json,129,135,0,1,FP,0.6924133433279736,>=,0.05,-1
354,sample2_54h.json,130,132,0,0,TN,0.575209326882013,>=,0.05,-1
355,sample2_54h.json,130,133,0,0,TN,0.22769122278762266,>=,0.05,-1
356,sample2_54h.json,130,136,0,1,FP,0.6631315871769631,>=,0.05,-1
357,sample2_54h.json,131,133,0,0,TN,0.10550520156020027,>=,0.05,-1
358,sample2_54h.json,132,134,1,1,TP,0.6276805748772624,>=,0.05,10
359,sample2_54h.json,132,136,0,0,TN,0.5723179079542482,>=,0.05,-1
360,sample2_54h.json,133,136,0,0,TN,0.3554936366950181,>=,0.05,-1
361,sample2_54h.json,133,138,0,0,TN,0.21916604161578568,>=,0.05,-1
362,sample2_54h.json,133,139,0,1,FP,0.724582703328062,>=,0.05,-1
363,sample2_54h.json,134,135,0,0,TN,0.18099195501280663,>=,0.05,-1
364,sample2_54h.json,134,136,0,0,TN,0.15735465806728177,>=,0.05,-1
365,sample2_54h.json,134,140,0,0,TN,0.6327641190657303,>=,0.05,-1
366,sample2_54h.json,135,137,1,0,FN,0.6606245308704506,>=,0.05,8
367,sample2_54h.json,135,140,0,0,TN,0.10196909823662736,>=,0.05,-1
368,sample2_54h.json,136,138,1,0,FN,0.26228830703560857,>=,0.05,10
369,sample2_54h.json,136,140,0,0,TN,0.09859603408525375,>=,0.05,-1
370,sample2_54h.json,137,140,0,1,FP,0.9138314623815939,>=,0.05,-1
371,sample2_54h.json,137,141,0,0,TN,0.008386515104713554,>=,0.05,-1
372,sample2_54h.json,138,139,0,0,TN,0.35101157772023706,>=,0.05,-1
373,sample2_54h.json,140,141,0,0,TN,0.15682100743132144,>=,0.05,-1
1,sample3_18h.json,0,1,1,0,FN,0.46699487701586573,>=,0.05,10
2,sample3_18h.json,0,2,0,1,FP,0.9068373573892988,>=,0.05,-1
3,sample3_18h.json,1,2,0,0,TN,0.7073763763166132,>=,0.05,-1
4,sample3_18h.json,1,4,0,1,FP,0.3601737546127023,>=,0.05,-1
5,sample3_18h.json,1,5,0,0,TN,0.18665369543619015,>=,0.05,-1
6,sample3_18h.json,2,3,0,0,TN,0.7050121337798091,>=,0.05,-1
7,sample3_18h.json,2,4,1,0,FN,0.5419158729876399,>=,0.05,6
8,sample3_18h.json,2,6,0,0,TN,0.7202899696480967,>=,0.05,-1
9,sample3_18h.json,2,8,0,0,TN,0.04485528608273248,>=,0.05,-1
10,sample3_18h.json,3,6,1,0,FN,0.17314062416030673,>=,0.05,10
11,sample3_18h.json,3,10,0,1,FP,0.31987330167994266,>=,0.05,-1
12,sample3_18h.json,4,5,0,0,TN,0.4665366967925877,>=,0.05,-1
13,sample3_18h.json,4,8,0,0,TN,0.5694460203270971,>=,0.05,-1
14,sample3_18h.json,4,9,0,0,TN,0.5620939947453618,>=,0.05,-1
15,sample3_18h.json,5,7,1,1,TP,0.5429156619294302,>=,0.05,8
16,sample3_18h.json,5,9,0,0,TN,0.5661163410614428,>=,0.05,-1
17,sample3_18h.json,6,8,0,0,TN,0.4174756231277408,>=,0.05,-1
18,sample3_18h.json,6,10,0,0,TN,0.2788128488010406,>=,0.05,-1
19,sample3_18h.json,6,11,0,0,TN,0.5181295408812886,>=,0.05,-1
20,sample3_18h.json,7,12,0,0,TN,0.12186051327530956,>=,0.05,-1
21,sample3_18h.json,8,9,0,0,TN,0.7492713697689894,>=,0.05,-1
22,sample3_18h.json,8,11,0,1,FP,0.9529357238210107,>=,0.05,-1
23,sample3_18h.json,8,13,1,0,FN,0.05409648745004281,>=,0.05,2
24,sample3_18h.json,9,12,1,1,TP,0.7823271411112287,>=,0.05,2
25,sample3_18h.json,9,13,0,0,TN,0.22383289116797334,>=,0.05,-1
26,sample3_18h.json,10,11,1,0,FN,0.33641135493437,>=,0.05,8
27,sample3_18h.json,10,14,0,0,TN,0.033538175582148444,>=,0.05,-1
28,sample3_18h.json,11,13,0,0,TN,0.969085796919129,>=,0.05,-1
29,sample3_18h.json,11,14,0,0,TN,0.562095605392616,>=,0.05,-1
30,sample3_18h.json,11,15,0,0,TN,0.08158143224417713,>=,0.05,-1
31,sample3_18h.json,12,13,0,0,TN,0.3215556345506657,>=,0.05,-1
32,sample3_18h.json,13,15,0,1,FP,0.9772810662190627,>=,0.05,-1
33,sample3_18h.json,14,15,0,0,TN,0.06004125756237322,>=,0.05,-1
34,sample3_18h.json,14,16,1,1,TP,0.9179061054689658,>=,0.05,16
35,sample3_18h.json,15,16,0,0,TN,0.2795104489997109,>=,0.05,-1
36,sample3_18h.json,15,17,1,0,FN,0.0778871010990333,>=,0.05,4
37,sample3_18h.json,16,17,0,0,TN,0.6246458072149826,>=,0.05,-1
